,name,s1,s2,s3,split,audio_path,rating,Q,A
44,CZ1512-01,80.0,78.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-01.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
44,CZ1512-01,80.0,78.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-01.wav,4.0,What kind of performance might this be?,This is a student's performance.
44,CZ1512-01,80.0,78.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-01.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
45,CZ1512-02,85.0,88.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-02.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
45,CZ1512-02,85.0,88.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-02.wav,4.5,What kind of performance might this be?,This is a student's performance.
45,CZ1512-02,85.0,88.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-02.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
46,CZ1512-03,85.0,85.0,84.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-03.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
46,CZ1512-03,85.0,85.0,84.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-03.wav,4.5,What kind of performance might this be?,This is a student's performance.
46,CZ1512-03,85.0,85.0,84.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-03.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
47,CZ1512-04,90.0,95.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-04.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
47,CZ1512-04,90.0,95.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-04.wav,5.0,What kind of performance might this be?,This is a student's performance.
47,CZ1512-04,90.0,95.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-04.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
48,CZ1512-06,90.0,98.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-06.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
48,CZ1512-06,90.0,98.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-06.wav,5.0,What kind of performance might this be?,This is a student's performance.
48,CZ1512-06,90.0,98.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-06.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
49,CZ1512-07,82.0,78.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-07.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
49,CZ1512-07,82.0,78.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-07.wav,4.0,What kind of performance might this be?,This is a student's performance.
49,CZ1512-07,82.0,78.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-07.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
50,CZ1512-09,85.0,80.0,84.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-09.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
50,CZ1512-09,85.0,80.0,84.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-09.wav,4.5,What kind of performance might this be?,This is a student's performance.
50,CZ1512-09,85.0,80.0,84.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-09.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
51,CZ1512-10,95.0,93.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-10.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
51,CZ1512-10,95.0,93.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-10.wav,5.0,What kind of performance might this be?,This is a student's performance.
51,CZ1512-10,95.0,93.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-10.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
52,CZ1512-11,78.0,70.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-11.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
52,CZ1512-11,78.0,70.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-11.wav,4.0,What kind of performance might this be?,This is a student's performance.
52,CZ1512-11,78.0,70.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-11.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
53,CZ1512-12,90.0,93.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-12.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
53,CZ1512-12,90.0,93.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-12.wav,4.5,What kind of performance might this be?,This is a student's performance.
53,CZ1512-12,90.0,93.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-12.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
54,CZ1512-13,92.0,95.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-13.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
54,CZ1512-13,92.0,95.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-13.wav,5.0,What kind of performance might this be?,This is a student's performance.
54,CZ1512-13,92.0,95.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-13.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
55,CZ1512-14,95.0,98.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-14.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
55,CZ1512-14,95.0,98.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-14.wav,5.0,What kind of performance might this be?,This is a student's performance.
55,CZ1512-14,95.0,98.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-14.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
56,CZ1512-15,82.0,80.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-15.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
56,CZ1512-15,82.0,80.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-15.wav,4.5,What kind of performance might this be?,This is a student's performance.
56,CZ1512-15,82.0,80.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-15.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
58,CZ1512-17,90.0,95.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-17.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
58,CZ1512-17,90.0,95.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-17.wav,5.0,What kind of performance might this be?,This is a student's performance.
58,CZ1512-17,90.0,95.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-17.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
59,CZ1512-18,95.0,98.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-18.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
59,CZ1512-18,95.0,98.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-18.wav,5.0,What kind of performance might this be?,This is a student's performance.
59,CZ1512-18,95.0,98.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-18.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
60,CZ1512-19,70.0,65.0,84.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-19.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
60,CZ1512-19,70.0,65.0,84.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-19.wav,4.0,What kind of performance might this be?,This is a student's performance.
60,CZ1512-19,70.0,65.0,84.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-19.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
61,CZ1512-20,75.0,70.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-20.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
61,CZ1512-20,75.0,70.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-20.wav,4.0,What kind of performance might this be?,This is a student's performance.
61,CZ1512-20,75.0,70.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-20.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
62,CZ1512-21,95.0,98.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-21.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
62,CZ1512-21,95.0,98.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-21.wav,5.0,What kind of performance might this be?,This is a student's performance.
62,CZ1512-21,95.0,98.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-21.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
63,CZ1512-23,95.0,98.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-23.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
63,CZ1512-23,95.0,98.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-23.wav,5.0,What kind of performance might this be?,This is a student's performance.
63,CZ1512-23,95.0,98.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-23.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
64,CZ1512-25,90.0,88.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-25.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
64,CZ1512-25,90.0,88.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-25.wav,4.5,What kind of performance might this be?,This is a student's performance.
64,CZ1512-25,90.0,88.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-25.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
65,CZ1512-26,75.0,70.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-26.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
65,CZ1512-26,75.0,70.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-26.wav,4.0,What kind of performance might this be?,This is a student's performance.
65,CZ1512-26,75.0,70.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-26.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
66,CZ1512-27,55.0,50.0,65.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-27.wav,3.0,"How would you rate the performance, in a scale of 5?",3.0
66,CZ1512-27,55.0,50.0,65.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-27.wav,3.0,What kind of performance might this be?,This is a student's performance.
66,CZ1512-27,55.0,50.0,65.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-27.wav,3.0,"Which difficulty level is the piece, in a scale of 9?",3
67,CZ1512-28,95.0,98.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-28.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
67,CZ1512-28,95.0,98.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-28.wav,5.0,What kind of performance might this be?,This is a student's performance.
67,CZ1512-28,95.0,98.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-28.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
68,CZ1512-29,50.0,40.0,63.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-29.wav,3.0,"How would you rate the performance, in a scale of 5?",3.0
68,CZ1512-29,50.0,40.0,63.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-29.wav,3.0,What kind of performance might this be?,This is a student's performance.
68,CZ1512-29,50.0,40.0,63.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-29.wav,3.0,"Which difficulty level is the piece, in a scale of 9?",3
69,CZ1512-30,70.0,60.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-30.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
69,CZ1512-30,70.0,60.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-30.wav,4.0,What kind of performance might this be?,This is a student's performance.
69,CZ1512-30,70.0,60.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-30.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
70,CZ1512-31,92.0,98.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-31.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
70,CZ1512-31,92.0,98.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-31.wav,5.0,What kind of performance might this be?,This is a student's performance.
70,CZ1512-31,92.0,98.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-31.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
71,CZ1512-32,90.0,93.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-32.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
71,CZ1512-32,90.0,93.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-32.wav,5.0,What kind of performance might this be?,This is a student's performance.
71,CZ1512-32,90.0,93.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-32.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
72,CZ1512-33,90.0,98.0,85.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-33.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
72,CZ1512-33,90.0,98.0,85.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-33.wav,5.0,What kind of performance might this be?,This is a student's performance.
72,CZ1512-33,90.0,98.0,85.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-33.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
73,CZ1512-34,88.0,95.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-34.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
73,CZ1512-34,88.0,95.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-34.wav,5.0,What kind of performance might this be?,This is a student's performance.
73,CZ1512-34,88.0,95.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-34.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
74,CZ1512-35,65.0,60.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-35.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
74,CZ1512-35,65.0,60.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-35.wav,4.0,What kind of performance might this be?,This is a student's performance.
74,CZ1512-35,65.0,60.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-35.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
75,CZ1512-36,88.0,95.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-36.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
75,CZ1512-36,88.0,95.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-36.wav,4.5,What kind of performance might this be?,This is a student's performance.
75,CZ1512-36,88.0,95.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-36.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
76,CZ1512-37,90.0,95.0,85.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-37.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
76,CZ1512-37,90.0,95.0,85.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-37.wav,4.5,What kind of performance might this be?,This is a student's performance.
76,CZ1512-37,90.0,95.0,85.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-37.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
77,CZ1512-39,65.0,55.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-39.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
77,CZ1512-39,65.0,55.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-39.wav,3.5,What kind of performance might this be?,This is a student's performance.
77,CZ1512-39,65.0,55.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-39.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
78,CZ1512-40,60.0,48.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-40.wav,3.0,"How would you rate the performance, in a scale of 5?",3.0
78,CZ1512-40,60.0,48.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-40.wav,3.0,What kind of performance might this be?,This is a student's performance.
78,CZ1512-40,60.0,48.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-40.wav,3.0,"Which difficulty level is the piece, in a scale of 9?",3
79,CZ1512-41,80.0,85.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-41.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
79,CZ1512-41,80.0,85.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-41.wav,4.5,What kind of performance might this be?,This is a student's performance.
79,CZ1512-41,80.0,85.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-41.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
80,CZ1512-42,60.0,50.0,72.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-42.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
80,CZ1512-42,60.0,50.0,72.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-42.wav,3.5,What kind of performance might this be?,This is a student's performance.
80,CZ1512-42,60.0,50.0,72.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-42.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
81,CZ1512-43,85.0,80.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-43.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
81,CZ1512-43,85.0,80.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-43.wav,4.5,What kind of performance might this be?,This is a student's performance.
81,CZ1512-43,85.0,80.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-43.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
82,CZ1512-44,70.0,65.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-44.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
82,CZ1512-44,70.0,65.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-44.wav,4.0,What kind of performance might this be?,This is a student's performance.
82,CZ1512-44,70.0,65.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/1/wav/CZ1512-44.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
